Action,PlayerScore,OpponentScore,AccruedScore,NumDiceAvailable,Dice1,Dice2,Dice3,Dice4,Dice5,Dice6,Outcome1,Outcome2,Outcome3,Outcome4,Outcome5,Outcome6
0,1400,6800,200,4,0,0,0,0,0,0,1,0,0,0,0,0
1,5700,9600,1300,6,2,2,3,4,5,5,0,0,0,0,1,1
0,6000,8500,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6350,4300,50,3,0,0,0,0,0,0,1,0,0,0,0,0
0,5750,1200,6700,6,0,0,0,0,0,0,1,0,0,0,0,0
0,700,600,400,2,0,0,0,0,0,0,1,0,0,0,0,0
1,1450,150,0,5,5,2,2,1,4,0,0,0,0,1,0,0
1,8100,5900,0,2,3,1,0,0,0,0,0,1,0,0,0,0
1,7100,7150,1400,6,6,1,4,4,5,2,0,1,0,0,0,0
0,4050,9300,100,2,0,0,0,0,0,0,1,0,0,0,0,0
0,8050,9850,250,2,0,0,0,0,0,0,1,0,0,0,0,0
0,1800,1300,400,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4950,8100,1000,3,0,0,0,0,0,0,1,0,0,0,0,0
1,10200,200,350,4,6,1,1,5,0,0,0,1,1,0,0,0
0,3050,4050,300,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6100,800,0,5,1,1,3,3,1,0,1,1,0,0,1,0
1,450,6350,3350,6,2,5,5,5,6,5,0,1,1,1,0,1
0,8550,9450,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,5400,8500,250,4,3,1,1,2,0,0,0,1,1,0,0,0
1,8900,5700,4550,5,1,2,6,5,5,0,1,0,0,0,0,0
1,3950,3300,700,5,1,5,2,5,4,0,1,0,0,0,0,0
0,10650,2050,850,2,0,0,0,0,0,0,1,0,0,0,0,0
0,8800,5300,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,2550,6900,700,6,4,5,1,2,2,3,0,0,1,0,0,0
1,750,200,0,6,2,4,3,5,5,3,0,0,0,1,1,0
0,950,150,3300,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5700,8300,250,2,0,0,0,0,0,0,1,0,0,0,0,0
0,8850,1500,450,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3500,8650,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,950,2450,0,4,5,4,3,1,0,0,0,0,0,1,0,0
0,5600,6300,500,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5700,3850,700,4,0,0,0,0,0,0,1,0,0,0,0,0
0,6900,1900,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,300,1850,900,3,6,5,4,0,0,0,0,1,0,0,0,0
0,3650,1350,100,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9350,2050,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,7050,2550,150,3,1,5,4,0,0,0,1,0,0,0,0,0
0,6650,8850,300,3,0,0,0,0,0,0,1,0,0,0,0,0
0,2350,7350,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,6750,5400,5750,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9950,6150,1700,3,1,5,1,0,0,0,1,0,1,0,0,0
1,1900,5750,250,2,5,3,0,0,0,0,1,0,0,0,0,0
1,400,6900,1050,6,1,2,3,1,1,3,1,0,0,1,1,0
1,6950,4350,300,3,4,1,5,0,0,0,0,1,0,0,0,0
1,3150,2500,0,4,6,1,4,2,0,0,0,1,0,0,0,0
1,6850,10450,1500,5,4,5,6,4,1,0,0,0,0,0,1,0
1,3700,8150,0,4,6,4,3,3,0,0,1,0,0,0,0,0
1,5600,9400,0,4,2,6,3,2,0,0,0,1,0,0,0,0
1,8000,3000,0,4,3,6,1,2,0,0,0,0,1,0,0,0
1,3250,2900,0,5,2,5,4,5,1,0,0,0,0,0,1,0
1,1900,3200,0,6,5,1,5,2,3,6,0,1,0,0,0,0
0,8700,400,7900,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7350,7700,1450,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9900,4200,800,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3550,5050,250,4,0,0,0,0,0,0,1,0,0,0,0,0
0,7100,9550,700,6,0,0,0,0,0,0,1,0,0,0,0,0
0,9650,1000,350,3,0,0,0,0,0,0,1,0,0,0,0,0
1,8550,8200,0,3,4,2,2,0,0,0,0,1,1,0,0,0
0,2600,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9550,1600,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,9100,7700,750,6,1,1,6,1,3,4,1,1,0,1,0,0
0,1750,3400,700,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2650,7350,250,3,6,5,4,0,0,0,0,1,0,0,0,0
0,10000,7950,100,1,0,0,0,0,0,0,0,0,0,0,0,0
0,5800,4500,650,4,0,0,0,0,0,0,1,0,0,0,0,0
1,650,9650,0,3,6,6,1,0,0,0,0,0,1,0,0,0
1,650,9000,0,2,4,1,0,0,0,0,0,1,0,0,0,0
1,8550,8150,700,6,3,6,2,6,4,5,0,0,0,0,0,1
0,50,6250,4250,6,0,0,0,0,0,0,1,0,0,0,0,0
0,3050,10200,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,3650,10100,750,2,3,2,0,0,0,0,0,1,0,0,0,0
0,4100,300,600,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5800,5700,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,2000,1650,0,3,5,5,4,0,0,0,1,1,0,0,0,0
1,3350,5350,50,6,6,6,2,2,4,3,0,0,1,1,0,0
0,3550,4700,400,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7750,4450,1850,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2950,5150,850,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4100,4500,550,2,0,0,0,0,0,0,1,0,0,0,0,0
0,6750,5550,100,1,0,0,0,0,0,0,0,0,0,0,0,0
0,7850,6600,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,2950,6850,2250,5,0,0,0,0,0,0,1,0,0,0,0,0
0,8700,10750,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,250,5700,0,4,2,1,1,3,0,0,0,1,1,0,0,0
0,3100,9850,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,0,4650,750,4,5,5,6,4,0,0,1,1,0,0,0,0
1,2400,450,0,5,3,3,6,4,3,0,0,0,1,0,0,0
1,7250,1850,250,3,6,6,3,0,0,0,1,1,0,0,0,0
0,6500,6000,100,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9000,8050,900,6,0,0,0,0,0,0,1,0,0,0,0,0
0,8700,8700,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,7850,1050,0,3,2,3,1,0,0,0,0,0,1,0,0,0
0,7750,8250,950,3,0,0,0,0,0,0,1,0,0,0,0,0
0,5650,7300,1800,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3100,2850,500,6,5,4,1,1,4,6,0,0,1,1,0,0
0,950,4550,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7500,650,700,2,0,0,0,0,0,0,1,0,0,0,0,0
1,8350,2450,850,4,6,5,6,4,0,0,0,1,0,0,0,0
1,4500,9050,7100,4,6,5,2,4,0,0,0,1,0,0,0,0
0,7400,5800,1500,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5000,2900,100,5,0,0,0,0,0,0,1,0,0,0,0,0
1,4100,450,0,5,3,6,4,2,2,0,0,0,0,1,1,0
1,5000,5300,0,5,1,6,2,6,6,0,1,1,0,1,1,0
0,4250,3850,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,9700,4200,1300,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5600,7300,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5000,4700,750,3,1,2,1,0,0,0,1,0,1,0,0,0
1,2250,9050,6600,3,1,1,1,0,0,0,1,1,1,0,0,0
1,650,1000,0,5,5,1,3,5,1,0,0,1,0,0,1,0
1,2400,5300,0,2,4,1,0,0,0,0,0,1,0,0,0,0
1,350,1300,250,6,1,2,5,5,2,2,1,0,0,0,0,0
1,6500,3750,750,4,4,1,3,5,0,0,0,1,0,0,0,0
1,4000,3050,4800,6,5,5,2,2,6,5,1,1,0,0,0,1
1,5300,4500,0,5,6,6,2,3,5,0,0,0,0,0,1,0
1,10800,1950,0,6,5,4,5,2,1,3,0,0,0,0,1,0
1,2150,5400,0,6,2,1,4,1,3,6,0,1,0,1,0,0
1,3900,2300,1000,2,1,2,0,0,0,0,1,0,0,0,0,0
1,200,10600,0,5,6,2,3,5,6,0,0,0,0,1,0,0
0,1550,50,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,350,1300,2800,6,2,2,2,3,2,2,1,1,1,0,1,1
1,2400,9700,400,3,5,1,3,0,0,0,0,1,0,0,0,0
1,7500,450,700,5,2,4,5,5,5,0,0,0,1,1,1,0
1,7400,3000,600,4,3,1,4,3,0,0,0,1,0,0,0,0
0,4450,5300,100,4,0,0,0,0,0,0,1,0,0,0,0,0
0,9950,7850,50,2,0,0,0,0,0,0,1,0,0,0,0,0
1,5050,6300,0,5,1,6,4,1,6,0,1,0,0,1,0,0
0,8650,5850,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3200,7000,200,2,0,0,0,0,0,0,1,0,0,0,0,0
1,6200,2950,1900,2,6,2,0,0,0,0,1,0,0,0,0,0
0,6000,6600,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,1400,6200,1550,1,0,0,0,0,0,0,0,0,0,0,0,0
0,4350,3450,4750,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7300,750,400,3,0,0,0,0,0,0,1,0,0,0,0,0
1,8250,5600,0,4,1,2,3,1,0,0,1,0,0,1,0,0
0,3200,6450,2600,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1300,6200,1400,6,5,4,2,3,5,2,1,0,0,0,1,0
1,1850,2000,400,4,4,2,3,2,0,0,0,1,0,1,0,0
0,5250,10900,350,1,0,0,0,0,0,0,1,0,0,0,0,0
0,4350,4200,850,2,0,0,0,0,0,0,1,0,0,0,0,0
0,2650,1150,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7200,5850,1000,3,0,0,0,0,0,0,1,0,0,0,0,0
0,9150,3250,1200,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6550,350,700,5,4,5,3,1,4,0,0,0,0,1,0,0
0,6700,6400,100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3900,6300,0,5,1,3,3,3,3,0,0,1,1,1,1,0
0,1400,5500,650,2,0,0,0,0,0,0,1,0,0,0,0,0
0,2800,4100,50,4,0,0,0,0,0,0,1,0,0,0,0,0
1,2300,6300,100,2,5,4,0,0,0,0,1,0,0,0,0,0
1,7300,5700,1750,3,4,3,4,0,0,0,0,1,0,0,0,0
1,100,6900,400,6,5,6,6,1,4,2,0,0,0,1,0,0
0,750,1650,1900,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7550,8850,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2350,3650,0,2,0,0,0,0,0,0,1,0,0,0,0,0
0,7200,6000,2100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,250,8550,1900,6,6,2,6,6,4,2,1,0,1,1,0,0
0,350,9850,1750,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5250,5000,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4400,3850,0,5,5,2,4,5,4,0,1,0,0,1,0,0
1,6300,600,400,3,1,4,3,0,0,0,1,0,0,0,0,0
1,350,1500,350,5,1,6,2,3,3,0,1,0,0,0,0,0
0,900,250,700,1,0,0,0,0,0,0,0,0,0,0,0,0
1,5850,3150,700,3,6,3,4,0,0,0,1,0,0,0,0,0
1,1250,750,0,2,4,4,0,0,0,0,1,1,0,0,0,0
0,1650,700,250,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7200,7550,350,3,5,1,3,0,0,0,0,1,0,0,0,0
0,6500,8400,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,4300,9650,1100,5,0,0,0,0,0,0,1,0,0,0,0,0
0,9900,7050,4100,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3650,5350,850,2,0,0,0,0,0,0,1,0,0,0,0,0
1,2800,6850,0,5,6,4,2,4,4,0,0,1,0,1,1,0
0,1300,250,800,6,0,0,0,0,0,0,1,0,0,0,0,0
0,7150,6400,600,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3400,10400,500,5,5,3,1,2,4,0,0,0,1,0,0,0
0,9250,1250,1900,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6450,5550,1050,5,0,0,0,0,0,0,1,0,0,0,0,0
1,8100,4500,200,5,6,1,4,4,2,0,0,1,0,0,0,0
0,5750,4550,2250,6,0,0,0,0,0,0,1,0,0,0,0,0
0,3550,400,1900,5,0,0,0,0,0,0,1,0,0,0,0,0
1,4600,7300,0,5,6,1,4,1,6,0,0,1,0,1,0,0
1,8650,5500,0,5,1,3,2,6,4,0,1,0,0,0,0,0
1,8750,4850,150,2,3,2,0,0,0,0,0,1,0,0,0,0
1,9550,4400,850,5,3,1,2,4,1,0,0,1,0,0,1,0
1,4900,7950,850,6,4,5,1,5,6,2,0,0,1,0,0,0
1,4600,8400,400,4,3,3,2,6,0,0,0,0,0,1,0,0
1,6700,1050,0,5,5,5,1,3,3,0,0,0,1,0,0,0
1,4600,250,4400,4,2,2,5,3,0,0,0,0,1,0,0,0
1,250,5000,650,4,3,3,2,6,0,0,0,0,0,1,0,0
0,2150,3650,1800,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6400,6950,600,4,3,2,4,4,0,0,0,1,0,0,0,0
0,7250,8950,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,2800,6450,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7950,6650,1100,4,0,0,0,0,0,0,1,0,0,0,0,0
1,8750,900,150,6,3,6,2,5,6,3,0,0,0,1,0,0
1,1200,7850,1850,3,6,4,5,0,0,0,0,0,1,0,0,0
0,3750,350,950,3,0,0,0,0,0,0,1,0,0,0,0,0
0,200,6050,1300,4,0,0,0,0,0,0,1,0,0,0,0,0
1,7100,9300,0,2,2,4,0,0,0,0,1,0,0,0,0,0
1,1400,3050,0,4,2,4,2,1,0,0,0,0,0,1,0,0
0,5400,7050,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,5750,8450,1200,2,5,2,0,0,0,0,1,0,0,0,0,0
1,2600,7150,650,5,4,1,6,1,2,0,0,1,0,1,0,0
1,1350,7950,0,3,4,5,2,0,0,0,0,1,0,0,0,0
1,2900,7250,400,6,1,5,6,4,2,4,1,0,0,0,0,0
0,9150,8050,5450,5,0,0,0,0,0,0,1,0,0,0,0,0
1,6850,10350,1250,2,6,1,0,0,0,0,0,1,0,0,0,0
0,3600,2850,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,2050,9750,50,4,4,4,5,6,0,0,0,0,1,0,0,0
1,8050,500,2300,4,4,2,4,4,0,0,1,0,1,1,0,0
1,9650,7750,0,3,4,5,3,0,0,0,0,1,0,0,0,0
1,1350,6900,0,4,3,5,3,2,0,0,0,1,0,0,0,0
0,4500,950,500,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3450,6450,0,5,6,5,5,5,4,0,0,1,1,1,0,0
1,8950,200,350,5,1,1,5,6,5,0,1,1,0,0,0,0
0,3600,6850,8150,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9750,10400,1000,6,3,3,4,6,3,2,0,0,0,0,0,1
1,2550,10700,0,2,6,5,0,0,0,0,0,1,0,0,0,0
0,9350,9800,800,2,0,0,0,0,0,0,1,0,0,0,0,0
1,7500,2750,150,5,4,3,4,4,2,0,1,0,1,1,0,0
0,4150,6550,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,100,1800,8200,5,1,6,5,6,4,0,1,0,0,0,0,0
1,10100,2150,4650,3,3,2,6,0,0,0,0,0,1,0,0,0
1,350,4200,750,4,4,4,1,1,0,0,0,0,1,1,0,0
0,3200,650,4000,4,0,0,0,0,0,0,1,0,0,0,0,0
1,4750,2950,1700,6,1,6,2,2,1,1,1,0,0,0,1,1
1,1900,5150,1150,5,4,5,3,6,1,0,0,0,0,0,1,0
1,3600,3450,850,4,5,5,6,6,0,0,1,1,0,0,0,0
1,9100,3400,1500,6,2,2,2,4,6,3,1,1,1,0,0,0
0,3700,6400,1800,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1650,7300,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,1350,2650,6400,2,3,5,0,0,0,0,0,1,0,0,0,0
1,4050,10900,750,3,1,6,1,0,0,0,1,0,1,0,0,0
1,7550,9050,0,2,5,6,0,0,0,0,1,0,0,0,0,0
1,3500,800,50,5,5,3,3,3,2,0,1,0,0,0,0,0
1,6850,1200,0,3,3,2,3,0,0,0,0,1,0,0,0,0
0,4300,10750,950,5,0,0,0,0,0,0,1,0,0,0,0,0
1,950,450,1250,4,2,2,2,1,0,0,0,0,0,1,0,0
0,9350,250,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,8050,5900,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,5100,6650,150,3,6,1,4,0,0,0,0,1,0,0,0,0
0,3050,1950,1850,6,0,0,0,0,0,0,1,0,0,0,0,0
1,2650,7450,1450,6,1,3,5,6,4,1,1,0,0,0,0,1
0,4050,50,400,4,0,0,0,0,0,0,1,0,0,0,0,0
1,2450,8400,850,4,4,3,5,1,0,0,0,0,0,1,0,0
1,7600,3850,700,2,1,1,0,0,0,0,1,1,0,0,0,0
0,8700,9100,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,8350,5800,600,4,5,1,2,6,0,0,0,1,0,0,0,0
1,4700,5650,0,3,2,5,4,0,0,0,0,1,0,0,0,0
1,7200,4700,0,3,6,5,6,0,0,0,0,1,0,0,0,0
0,3100,4000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,10100,150,1850,5,3,4,1,1,5,0,0,0,1,1,0,0
1,4550,3850,400,2,1,1,0,0,0,0,1,1,0,0,0,0
1,250,8000,100,5,2,5,3,4,6,0,0,1,0,0,0,0
1,2350,2550,800,5,6,4,1,4,4,0,0,1,1,1,1,0
1,9300,9700,1800,4,1,1,1,2,0,0,1,1,1,0,0,0
1,5300,4500,2250,2,3,1,0,0,0,0,0,1,0,0,0,0
1,3700,4650,0,4,6,5,4,5,0,0,0,1,0,1,0,0
0,10000,3750,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6350,10950,0,6,3,3,5,3,1,4,1,1,1,1,1,0
1,4750,7500,800,5,2,1,5,5,2,0,0,1,0,0,0,0
0,9200,1400,1850,1,0,0,0,0,0,0,0,0,0,0,0,0
0,3600,850,4300,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7000,2350,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,5650,1700,3500,3,0,0,0,0,0,0,1,0,0,0,0,0
0,6650,6500,200,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6200,10800,250,5,2,2,1,5,2,0,0,0,1,0,0,0
1,9200,9950,3150,2,4,6,0,0,0,0,0,1,0,0,0,0
1,0,9650,0,4,5,3,3,3,0,0,1,0,0,0,0,0
1,2550,5950,0,5,2,5,6,2,1,0,0,0,0,0,1,0
0,2850,650,0,6,0,0,0,0,0,0,1,0,0,0,0,0
0,1200,150,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,2400,3250,0,4,5,2,4,4,0,0,1,0,0,0,0,0
1,4700,9450,400,2,5,4,0,0,0,0,1,0,0,0,0,0
1,3750,900,150,6,3,2,3,4,3,1,1,0,1,0,1,1
0,2350,8650,4100,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5900,250,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,5650,3000,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,8700,9450,250,5,6,6,3,2,3,0,0,0,0,1,0,0
0,7750,6500,400,5,0,0,0,0,0,0,1,0,0,0,0,0
0,8550,2750,900,1,0,0,0,0,0,0,0,0,0,0,0,0
0,1650,2550,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,5550,6200,3700,4,6,1,1,6,0,0,0,1,1,0,0,0
1,5100,8300,0,5,1,2,4,5,5,0,1,0,0,0,0,0
1,250,2450,0,5,6,3,4,5,4,0,0,0,0,1,0,0
0,400,2150,350,1,0,0,0,0,0,0,0,0,0,0,0,0
1,1250,1150,50,5,4,4,3,3,1,0,0,0,0,0,1,0
0,1000,10500,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,9050,550,750,2,2,6,0,0,0,0,0,1,0,0,0,0
0,1750,6200,0,5,0,0,0,0,0,0,1,0,0,0,0,0
1,2600,3700,350,6,2,4,6,1,3,2,0,0,0,1,0,0
0,6500,7650,950,6,0,0,0,0,0,0,1,0,0,0,0,0
1,6000,8600,9850,3,1,5,4,0,0,0,1,0,0,0,0,0
1,6600,7800,0,5,4,5,3,5,2,0,0,1,0,1,0,0
0,7550,6800,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4500,8650,650,4,3,1,2,3,0,0,0,1,0,0,0,0
1,6450,7400,600,5,6,1,6,5,1,0,0,1,0,0,1,0
1,7000,2100,1900,4,4,4,1,4,0,0,1,1,1,1,0,0
1,700,6850,1450,6,4,5,6,3,4,6,0,1,0,0,0,0
1,3100,8150,0,5,1,5,1,6,6,0,1,0,1,0,0,0
1,4800,7350,950,3,4,2,5,0,0,0,0,0,1,0,0,0
1,8050,4300,700,5,1,3,3,3,2,0,1,1,1,1,0,0
1,4850,3600,0,3,1,6,6,0,0,0,1,0,0,0,0,0
0,7800,3950,3050,1,0,0,0,0,0,0,0,0,0,0,0,0
0,9250,2350,950,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9900,3550,0,3,1,1,4,0,0,0,1,1,0,0,0,0
0,3650,7000,1700,3,0,0,0,0,0,0,1,0,0,0,0,0
0,4650,750,150,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10000,4350,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,6150,10600,1400,6,5,4,5,4,5,1,1,0,1,0,1,1
1,1200,3100,700,5,3,2,5,2,3,0,0,0,1,0,0,0
1,5000,5500,550,2,6,3,0,0,0,0,1,0,0,0,0,0
0,9700,8350,300,5,0,0,0,0,0,0,1,0,0,0,0,0
0,9050,9350,450,2,0,0,0,0,0,0,1,0,0,0,0,0
1,650,8350,200,3,2,4,2,0,0,0,1,0,1,0,0,0
1,8550,2650,1500,3,4,1,6,0,0,0,0,1,0,0,0,0
0,6050,6750,300,5,0,0,0,0,0,0,1,0,0,0,0,0
0,6550,10450,100,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4550,8150,600,6,2,3,6,3,2,4,1,0,0,0,1,0
1,8200,1450,350,3,6,5,3,0,0,0,0,1,0,0,0,0
1,1200,1400,850,4,6,3,3,1,0,0,0,0,0,1,0,0
0,8500,7850,3600,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1300,8300,450,6,0,0,0,0,0,0,1,0,0,0,0,0
0,5050,250,3250,5,0,0,0,0,0,0,1,0,0,0,0,0
0,9250,6250,450,4,0,0,0,0,0,0,1,0,0,0,0,0
0,3050,8600,200,3,0,0,0,0,0,0,1,0,0,0,0,0
0,1600,5450,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,2250,500,0,4,6,1,1,5,0,0,0,1,1,0,0,0
1,5300,2150,450,4,3,6,3,6,0,0,0,1,0,1,0,0
0,1650,8600,0,5,0,0,0,0,0,0,1,0,0,0,0,0
0,8650,200,3100,1,0,0,0,0,0,0,0,0,0,0,0,0
1,6450,10150,2600,2,1,2,0,0,0,0,1,0,0,0,0,0
1,3450,2600,3400,5,5,4,3,3,3,0,1,0,0,0,0,0
1,8300,9950,300,3,3,6,4,0,0,0,0,1,0,0,0,0
0,3550,7850,3700,3,0,0,0,0,0,0,1,0,0,0,0,0
0,300,2650,450,4,0,0,0,0,0,0,1,0,0,0,0,0
1,3500,9100,550,4,2,2,3,3,0,0,1,1,0,0,0,0
0,250,2600,550,6,0,0,0,0,0,0,1,0,0,0,0,0
1,4750,4750,0,5,5,6,6,2,4,0,1,0,0,0,0,0
0,8750,2900,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,9950,10650,500,4,3,6,2,6,0,0,0,1,0,1,0,0
0,6800,7800,750,5,0,0,0,0,0,0,1,0,0,0,0,0
0,10150,5250,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,8450,5550,0,3,0,0,0,0,0,0,1,0,0,0,0,0
0,7650,5550,800,3,0,0,0,0,0,0,1,0,0,0,0,0
1,4600,6950,350,5,6,5,6,1,3,0,0,0,0,1,0,0
1,6050,6650,0,4,4,6,4,3,0,0,0,1,0,0,0,0
0,6450,10150,900,5,0,0,0,0,0,0,1,0,0,0,0,0
1,9450,10750,4800,6,1,1,4,5,1,1,1,1,0,1,1,1
1,5500,10200,0,2,1,1,0,0,0,0,1,1,0,0,0,0
1,5000,800,1150,5,2,4,3,2,3,0,1,0,0,1,0,0
0,7350,2800,200,2,0,0,0,0,0,0,1,0,0,0,0,0
1,6050,4750,0,6,6,1,1,2,6,6,1,1,1,0,1,1
1,9950,1700,500,2,6,3,0,0,0,0,1,0,0,0,0,0
1,6850,9500,850,4,5,5,3,2,0,0,1,1,0,0,0,0
0,450,9850,550,4,0,0,0,0,0,0,1,0,0,0,0,0
0,6650,10350,1800,4,0,0,0,0,0,0,1,0,0,0,0,0
1,8200,10150,1850,3,4,5,2,0,0,0,0,1,0,0,0,0
0,5050,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1,9400,6800,1150,5,4,6,1,6,6,0,0,1,1,1,1,0
1,4950,9500,250,4,5,4,5,3,0,0,1,0,1,0,0,0
0,1850,6500,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,10450,7650,3050,2,6,2,0,0,0,0,1,0,0,0,0,0
0,10950,750,4200,6,0,0,0,0,0,0,1,0,0,0,0,0
0,3500,9250,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,8550,250,4800,3,2,3,3,0,0,0,1,0,0,0,0,0
0,150,6450,0,6,0,0,0,0,0,0,1,0,0,0,0,0
1,9750,4750,400,5,2,2,6,3,1,0,0,0,0,0,1,0
1,7450,600,1200,2,6,2,0,0,0,0,1,0,0,0,0,0
1,1800,10650,1700,3,5,5,3,0,0,0,1,1,0,0,0,0
0,500,6500,0,4,0,0,0,0,0,0,1,0,0,0,0,0
0,1300,3050,2850,5,0,0,0,0,0,0,1,0,0,0,0,0
0,7950,400,2000,6,0,0,0,0,0,0,1,0,0,0,0,0
1,7350,4900,550,4,1,1,6,3,0,0,1,1,0,0,0,0
0,5800,1300,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,850,7900,2000,5,2,2,3,4,1,0,0,0,0,0,1,0
1,2400,9200,750,3,3,3,6,0,0,0,0,0,1,0,0,0
0,5050,2200,0,3,0,0,0,0,0,0,1,0,0,0,0,0
1,6250,4900,0,3,1,1,1,0,0,0,1,1,1,0,0,0
0,9600,4400,0,4,0,0,0,0,0,0,1,0,0,0,0,0
1,8600,3050,0,4,1,5,2,4,0,0,1,0,0,0,0,0
1,2450,4700,0,6,5,2,3,1,1,4,0,0,0,1,1,0
0,4300,2900,50,6,0,0,0,0,0,0,1,0,0,0,0,0
0,10900,9500,1200,5,0,0,0,0,0,0,1,0,0,0,0,0
1,4800,650,750,5,1,3,1,3,3,0,1,1,1,1,1,0
0,6650,6950,2400,1,0,0,0,0,0,0,0,0,0,0,0,0
1,550,9100,250,6,5,2,1,4,2,1,0,0,1,0,0,1
